Name,State,Notes,User,Tags,Created,Runtime,Sweep,ID,Group,Job Type,Updated,End Time,Hostname,Description,Commit,GitHub,GPU Count,GPU Type,algo,data_aug,dataset_name,lr,model,seed,best_epoch-scel.epoch,best_epoch-scel.scel,best_epoch-scel.test_acc,best_epoch-scel.train_acc,best_epoch-scel.training_loss,best_epoch-scel.ure,best_epoch-scel.valid_acc,best_epoch-ure.epoch,best_epoch-ure.scel,best_epoch-ure.test_acc,best_epoch-ure.train_acc,best_epoch-ure.training_loss,best_epoch-ure.ure,best_epoch-ure.valid_acc,best_epoch-valid_acc.epoch,best_epoch-valid_acc.scel,best_epoch-valid_acc.test_acc,best_epoch-valid_acc.train_acc,best_epoch-valid_acc.training_loss,best_epoch-valid_acc.ure,best_epoch-valid_acc.valid_acc,scel,test_acc,train_acc,training_loss,ure,valid_acc
swift-sweep-37,finished,-,anthony-wss,fwd-r,2023-05-02T16:58:48.000Z,1520,ed6g0prs,7c4nm80v,,,2023-05-02T17:24:08.000Z,2023-05-02T17:24:08.000Z,rkcc19twccli-t5ddj,,,,1,Tesla V100-SXM2-32GB,fwd-r,False,uniform-cifar20,0.0005,resnet18,2,254.0,2.8380119800567627,0.0944,0.1003111111111111,2.838011671196331,-12.088134765625,0.092,269.0,2.8507704734802246,0.0976,0.1046888888888888,2.850770384073257,-14.252336502075195,0.0986,19.0,2.956932783126831,0.1583,0.1605111111111111,2.9569329781965776,-3.907381772994995,0.1608,2.8808839321136475,0.1029,0.1070888888888888,2.880884151567112,-10.27031421661377,0.1028
firm-sweep-36,finished,-,anthony-wss,fwd-r,2023-05-02T16:42:33.000Z,1520,ed6g0prs,ogcx84kp,,,2023-05-02T17:07:53.000Z,2023-05-02T17:07:53.000Z,laddsgtwccli-wrrc7,,,,1,Tesla V100-SXM2-32GB,fwd-r,False,uniform-cifar20,0.001,resnet18,2,259.0,2.917205810546875,0.114,0.1205111111111111,2.917205694046888,-2.864370107650757,0.1202,259.0,2.917205810546875,0.114,0.1205111111111111,2.917205694046888,-2.864370107650757,0.1202,49.0,2.9839775562286377,0.1262,0.1317111111111111,2.983977496623993,1.2381168603897097,0.1302,2.91886043548584,0.1136,0.1195555555555555,2.9188598529859022,-2.665604829788208,0.119
firm-sweep-35,finished,-,anthony-wss,fwd-r,2023-05-02T16:33:31.000Z,1512,ed6g0prs,joalcttu,,,2023-05-02T16:58:43.000Z,2023-05-02T16:58:43.000Z,rkcc19twccli-t5ddj,,,,1,Tesla V100-SXM2-32GB,fwd-r,False,uniform-cifar10,1e-05,resnet18,2,299.0,2.1497929096221924,0.1417,0.1508666666666666,2.1497920020060106,-15.581459999084473,0.1356,174.0,2.1520931720733643,0.1456,0.1581777777777777,2.1520930880850013,-17.09036636352539,0.142,14.0,2.2049503326416016,0.2446,0.2579111111111111,2.2049505087462338,-3.582727432250977,0.2338,2.1497929096221924,0.1417,0.1508666666666666,2.1497920020060106,-15.581459999084473,0.1356
sandy-sweep-34,finished,-,anthony-wss,fwd-r,2023-05-02T16:17:02.000Z,1521,ed6g0prs,emd0n6kk,,,2023-05-02T16:42:23.000Z,2023-05-02T16:42:23.000Z,laddsgtwccli-wrrc7,,,,1,Tesla V100-SXM2-32GB,fwd-r,False,uniform-cifar10,5e-05,resnet18,2,279.0,2.137979030609131,0.1377,0.1404444444444444,2.137979363853282,-16.392215728759766,0.1352,194.0,2.1520659923553467,0.1763,0.1826222222222222,2.1520660004832526,-19.84651565551757,0.1692,124.0,2.2548482418060303,0.3054,0.3101111111111111,2.2548482336781244,-1.650003433227539,0.2872,2.1403536796569824,0.1587,0.1530444444444444,2.1403535225174646,-18.185791015625,0.1544
woven-sweep-33,finished,-,anthony-wss,fwd-r,2023-05-02T16:08:00.000Z,1523,ed6g0prs,eb33rrre,,,2023-05-02T16:33:23.000Z,2023-05-02T16:33:23.000Z,rkcc19twccli-t5ddj,,,,1,Tesla V100-SXM2-32GB,fwd-r,False,uniform-cifar10,0.0001,resnet18,2,269.0,2.1458370685577397,0.186,0.2001555555555555,2.1458362395113166,-11.944398880004885,0.1986,289.0,2.150490045547486,0.214,0.2215111111111111,2.150489720431241,-14.202807426452637,0.2206,69.0,2.1856846809387207,0.3516,0.3649111111111111,2.1856842068108646,-8.296064376831055,0.3468,2.179801225662231,0.2758,0.2752888888888889,2.179800800301812,-9.457517623901367,0.269
legendary-sweep-32,finished,-,anthony-wss,fwd-r,2023-05-02T15:51:36.000Z,1518,ed6g0prs,hkmbv3m5,,,2023-05-02T16:16:54.000Z,2023-05-02T16:16:54.000Z,laddsgtwccli-wrrc7,,,,1,Tesla V100-SXM2-32GB,fwd-r,False,uniform-cifar10,0.0005,resnet18,2,294.0,2.166537046432495,0.3459,0.3644888888888888,2.166536870327863,-5.31749153137207,0.346,284.0,2.172451496124268,0.3739,0.3878888888888889,2.172451517798684,-6.438425540924072,0.367,69.0,2.2006657123565674,0.4494,0.4692666666666666,2.200665419751948,-2.876188039779663,0.4498,2.1875483989715576,0.408,0.4235777777777778,2.187548125332052,-5.00164270401001,0.4032
dainty-sweep-31,finished,-,anthony-wss,fwd-r,2023-05-02T15:42:34.000Z,1520,ed6g0prs,ncwcc3dq,,,2023-05-02T16:07:54.000Z,2023-05-02T16:07:54.000Z,rkcc19twccli-t5ddj,,,,1,Tesla V100-SXM2-32GB,fwd-r,False,uniform-cifar10,0.001,resnet18,2,244.0,2.182849645614624,0.4402,0.4605555555555555,2.1828497729518195,-4.12189531326294,0.4336,244.0,2.182849645614624,0.4402,0.4605555555555555,2.1828497729518195,-4.12189531326294,0.4336,44.0,2.207074880599976,0.4773,0.5003555555555556,2.2070751759138973,-2.0770177841186523,0.4722,2.194060802459717,0.4444,0.4607333333333334,2.1940611086108466,-3.2739925384521484,0.4342
laced-sweep-30,finished,-,anthony-wss,ure-ga-r,2023-05-02T15:21:58.000Z,1772,ed6g0prs,1eaplp24,,,2023-05-02T15:51:30.000Z,2023-05-02T15:51:30.000Z,laddsgtwccli-wrrc7,,,,1,Tesla V100-SXM2-32GB,ure-ga-r,False,uniform-cifar20,1e-05,resnet18,2,279.0,2.989849090576172,0.0784,0.0859777777777777,0.1631361981007185,0.7862266302108765,0.0838,279.0,2.989849090576172,0.0784,0.0859777777777777,0.1631361981007185,0.7862266302108765,0.0838,274.0,2.989932060241699,0.0755,0.0843777777777777,0.1126540851863947,0.8273825645446777,0.0854,2.989854097366333,0.0758,0.0826666666666666,0.1464629823511297,0.7883909344673157,0.0838
true-sweep-29,finished,-,anthony-wss,ure-ga-r,2023-05-02T15:12:58.000Z,1770,ed6g0prs,kn8a3mg7,,,2023-05-02T15:42:28.000Z,2023-05-02T15:42:28.000Z,rkcc19twccli-t5ddj,,,,1,Tesla V100-SXM2-32GB,ure-ga-r,False,uniform-cifar20,5e-05,resnet18,2,294.0,2.989741563796997,0.1133,0.1159111111111111,0.1342868215658448,0.8325033187866211,0.1138,284.0,2.9897632598876958,0.1099,0.1114666666666666,0.1589252799749374,0.8085812926292419,0.1118,269.0,2.990112781524658,0.1144,0.1166222222222222,0.1773431092839349,0.9354771375656128,0.1204,2.9899120330810547,0.1133,0.1150888888888889,0.1582218195227059,0.8868731260299683,0.1172
cool-sweep-28,finished,-,anthony-wss,ure-ga-r,2023-05-02T14:52:24.000Z,1767,ed6g0prs,mn08v3ic,,,2023-05-02T15:21:51.000Z,2023-05-02T15:21:51.000Z,laddsgtwccli-wrrc7,,,,1,Tesla V100-SXM2-32GB,ure-ga-r,False,uniform-cifar20,0.0001,resnet18,2,274.0,2.989821672439575,0.1137,0.1134,0.2067950037731365,0.8514872789382935,0.1156,274.0,2.989821672439575,0.1137,0.1134,0.2067950037731365,0.8514872789382935,0.1156,259.0,2.9900145530700684,0.1185,0.1214,0.2089171812615611,0.923625349998474,0.1252,2.98982310295105,0.102,0.1023333333333333,0.1710942546752366,0.8608062267303467,0.1036
sweepy-sweep-27,finished,-,anthony-wss,ure-ga-r,2023-05-02T14:43:17.000Z,1772,ed6g0prs,6tca6atj,,,2023-05-02T15:12:49.000Z,2023-05-02T15:12:49.000Z,rkcc19twccli-t5ddj,,,,1,Tesla V100-SXM2-32GB,ure-ga-r,False,uniform-cifar20,0.0005,resnet18,2,289.0,2.9855124950408936,0.111,0.1165111111111111,0.2229399198496883,1.0461193323135376,0.1146,299.0,2.985654830932617,0.1128,0.1153777777777777,0.2176765061237595,1.0004031658172607,0.1138,214.0,2.988950252532959,0.1191,0.1208888888888888,0.4200908274135806,1.30909264087677,0.1252,2.985654830932617,0.1128,0.1153777777777777,0.2176765061237595,1.0004031658172607,0.1138
fearless-sweep-26,finished,-,anthony-wss,ure-ga-r,2023-05-02T14:22:40.000Z,1776,ed6g0prs,pqy4rnxh,,,2023-05-02T14:52:16.000Z,2023-05-02T14:52:16.000Z,laddsgtwccli-wrrc7,,,,1,Tesla V100-SXM2-32GB,ure-ga-r,False,uniform-cifar20,0.001,resnet18,2,289.0,2.9801175594329834,0.1097,0.1108,0.1265892825004729,0.7761002779006958,0.1082,274.0,2.980804204940796,0.1062,0.1109777777777777,0.1707710122520273,0.754594624042511,0.1112,179.0,2.9853687286376958,0.1171,0.1212666666666666,0.2444780726324428,1.1780211925506592,0.123,2.980297565460205,0.1145,0.1169333333333333,0.1516246172514828,0.8094501495361328,0.118
graceful-sweep-25,finished,-,anthony-wss,ure-ga-r,2023-05-02T14:15:46.000Z,1643,ed6g0prs,xudd6w4p,,,2023-05-02T14:43:09.000Z,2023-05-02T14:43:09.000Z,rkcc19twccli-t5ddj,,,,1,Tesla V100-SXM2-32GB,ure-ga-r,False,uniform-cifar10,1e-05,resnet18,2,264.0,2.2804808616638184,0.172,0.1835111111111111,0.0999422764236276,0.3394353687763214,0.1696,264.0,2.2804808616638184,0.172,0.1835111111111111,0.0999422764236276,0.3394353687763214,0.1696,284.0,2.280731201171875,0.1811,0.1977111111111111,0.1198993460698561,0.366348534822464,0.1868,2.280792713165283,0.1816,0.1953333333333333,0.1214647699486125,0.36708664894104,0.1842
blooming-sweep-24,finished,-,anthony-wss,ure-ga-r,2023-05-02T13:54:56.000Z,1655,ed6g0prs,3wbdprja,,,2023-05-02T14:22:31.000Z,2023-05-02T14:22:31.000Z,laddsgtwccli-wrrc7,,,,1,Tesla V100-SXM2-32GB,ure-ga-r,False,uniform-cifar10,5e-05,resnet18,2,299.0,2.2788524627685547,0.3106,0.3221777777777778,0.1373843984170393,0.4329174757003784,0.3,299.0,2.2788524627685547,0.3106,0.3221777777777778,0.1373843984170393,0.4329174757003784,0.3,294.0,2.27908992767334,0.3083,0.3212666666666666,0.1428780460899526,0.4343309104442597,0.31,2.2788524627685547,0.3106,0.3221777777777778,0.1373843984170393,0.4329174757003784,0.3
glorious-sweep-23,finished,-,anthony-wss,ure-ga-r,2023-05-02T13:48:17.000Z,1641,ed6g0prs,5okz5040,,,2023-05-02T14:15:38.000Z,2023-05-02T14:15:38.000Z,rkcc19twccli-t5ddj,,,,1,Tesla V100-SXM2-32GB,ure-ga-r,False,uniform-cifar10,0.0001,resnet18,2,294.0,2.2687530517578125,0.3696,0.3763333333333333,0.1270581165497953,0.3670041859149933,0.3468,294.0,2.2687530517578125,0.3696,0.3763333333333333,0.1270581165497953,0.3670041859149933,0.3468,289.0,2.2697184085845947,0.3741,0.3835555555555555,0.1110278164798563,0.3977577984333038,0.3636,2.269562005996704,0.3673,0.3766444444444445,0.1278989883986386,0.3708721101284027,0.3478
rich-sweep-22,finished,-,anthony-wss,ure-ga-r,2023-05-02T13:27:10.000Z,1659,ed6g0prs,58mdy3xy,,,2023-05-02T13:54:49.000Z,2023-05-02T13:54:49.000Z,laddsgtwccli-wrrc7,,,,1,Tesla V100-SXM2-32GB,ure-ga-r,False,uniform-cifar10,0.0005,resnet18,2,289.0,2.255466938018799,0.4012,0.4108888888888889,0.1143253228881142,0.3221957385540008,0.3874,289.0,2.255466938018799,0.4012,0.4108888888888889,0.1143253228881142,0.3221957385540008,0.3874,239.0,2.260016202926636,0.4056,0.4145777777777777,0.1405531242489814,0.4298495650291443,0.3912,2.2558960914611816,0.4063,0.4164888888888889,0.094705927778374,0.365025907754898,0.3894
apricot-sweep-21,finished,-,anthony-wss,ure-ga-r,2023-05-02T13:20:42.000Z,1645,ed6g0prs,b0i7anbp,,,2023-05-02T13:48:07.000Z,2023-05-02T13:48:07.000Z,rkcc19twccli-t5ddj,,,,1,Tesla V100-SXM2-32GB,ure-ga-r,False,uniform-cifar10,0.001,resnet18,2,294.0,2.252845525741577,0.3889,0.3996222222222222,0.0951153859496116,0.3132562637329101,0.373,294.0,2.252845525741577,0.3889,0.3996222222222222,0.0951153859496116,0.3132562637329101,0.373,239.0,2.255929946899414,0.4033,0.4207555555555555,0.1278290030631152,0.3707925379276275,0.3926,2.2530863285064697,0.3914,0.4082222222222222,0.110113305801695,0.3432826101779938,0.3868
youthful-sweep-20,finished,-,anthony-wss,fwd-u,2023-05-02T13:01:32.000Z,1529,ed6g0prs,xh9vnfnt,,,2023-05-02T13:27:01.000Z,2023-05-02T13:27:01.000Z,laddsgtwccli-wrrc7,,,,1,Tesla V100-SXM2-32GB,fwd-u,False,uniform-cifar20,1e-05,resnet18,2,39.0,2.9504270553588867,0.0973,0.1012,2.944613491947001,-9.667308807373049,0.1008,44.0,2.950434923171997,0.0967,0.1013777777777777,2.944556214592674,-9.732587814331056,0.101,74.0,2.95044207572937,0.0965,0.1007111111111111,2.9444531473246487,-9.027385711669922,0.1038,2.957348346710205,0.0912,0.0955555555555555,2.951921338384801,-1.9835494756698608,0.095
fluent-sweep-19,finished,-,anthony-wss,fwd-u,2023-05-02T12:55:20.000Z,1517,ed6g0prs,rwua0t6g,,,2023-05-02T13:20:37.000Z,2023-05-02T13:20:37.000Z,rkcc19twccli-t5ddj,,,,1,Tesla V100-SXM2-32GB,fwd-u,False,uniform-cifar20,5e-05,resnet18,2,239.0,2.9487226009368896,0.0983,0.1040666666666666,2.9446078024127265,-3.0291194915771484,0.1066,19.0,2.949506998062134,0.1,0.1078222222222222,2.9446190026673404,-10.37403392791748,0.1038,289.0,2.949290037155152,0.0975,0.1047555555555555,2.944598840041594,-2.0971908569335938,0.1078,2.94925594329834,0.0975,0.1041111111111111,2.944591535763307,-1.3882941007614136,0.1074
noble-sweep-18,finished,-,anthony-wss,fwd-u,2023-05-02T12:35:57.000Z,1528,ed6g0prs,7xxs9k10,,,2023-05-02T13:01:25.000Z,2023-05-02T13:01:25.000Z,laddsgtwccli-wrrc7,,,,1,Tesla V100-SXM2-32GB,fwd-u,False,uniform-cifar20,0.0001,resnet18,2,144.0,2.9472458362579346,0.1183,0.1287333333333333,2.9448276568542826,-4.984647750854492,0.1238,19.0,2.9486160278320312,0.1192,0.1291111111111111,2.9446575966748325,-13.273991584777832,0.1296,114.0,2.9506590366363525,0.1205,0.1292222222222222,2.947775339538401,-4.142962455749512,0.134,2.9476988315582275,0.1033,0.1092666666666666,2.944576174020767,-2.071093797683716,0.1144
confused-sweep-17,finished,-,anthony-wss,fwd-u,2023-05-02T12:30:01.000Z,1509,ed6g0prs,65q4p335,,,2023-05-02T12:55:10.000Z,2023-05-02T12:55:10.000Z,rkcc19twccli-t5ddj,,,,1,Tesla V100-SXM2-32GB,fwd-u,False,uniform-cifar20,0.0005,resnet18,2,184.0,2.94649338722229,0.1424,0.1486444444444444,2.944686155427586,-4.8890581130981445,0.1462,114.0,2.947000741958618,0.1562,0.1603555555555555,2.9448331025513736,-5.193422794342041,0.1658,44.0,2.95190691947937,0.1607,0.1671777777777778,2.950524555011229,-3.6832897663116455,0.1692,2.946987628936768,0.1449,0.1516888888888889,2.94468605518341,-4.313207149505615,0.1468
effortless-sweep-16,finished,-,anthony-wss,fwd-u,2023-05-02T12:10:27.000Z,1521,ed6g0prs,g2n5g0jg,,,2023-05-02T12:35:48.000Z,2023-05-02T12:35:48.000Z,laddsgtwccli-wrrc7,,,,1,Tesla V100-SXM2-32GB,fwd-u,False,uniform-cifar20,0.001,resnet18,2,264.0,2.949333667755127,0.1177,0.1199777777777777,2.94611379775134,-2.3435254096984863,0.1176,109.0,2.952832698822021,0.1096,0.1166,2.949359121647748,-3.600866317749023,0.1148,49.0,2.986179828643799,0.1287,0.1279777777777777,2.9854257621548395,1.1285864114761353,0.126,2.951305389404297,0.117,0.1179111111111111,2.947688354687257,-1.5613737106323242,0.1138
misty-sweep-15,finished,-,anthony-wss,fwd-u,2023-05-02T12:04:38.000Z,1514,ed6g0prs,dz72gpkh,,,2023-05-02T12:29:52.000Z,2023-05-02T12:29:52.000Z,rkcc19twccli-t5ddj,,,,1,Tesla V100-SXM2-32GB,fwd-u,False,uniform-cifar10,1e-05,resnet18,2,119.0,2.197982788085937,0.2385,0.2544222222222222,2.197307039390911,-6.462177276611328,0.2338,84.0,2.198030948638916,0.2405,0.2563111111111111,2.1972651942209764,-7.268102645874023,0.235,19.0,2.202108383178711,0.2457,0.2612666666666666,2.201742177659815,-4.756227970123291,0.2394,2.198452472686768,0.2386,0.2522,2.197230642492121,-5.444156169891357,0.2326
rare-sweep-14,finished,-,anthony-wss,fwd-u,2023-05-02T11:44:53.000Z,1527,ed6g0prs,o7dhr28p,,,2023-05-02T12:10:20.000Z,2023-05-02T12:10:20.000Z,laddsgtwccli-wrrc7,,,,1,Tesla V100-SXM2-32GB,fwd-u,False,uniform-cifar10,5e-05,resnet18,2,184.0,2.1974282264709477,0.3211,0.3383111111111111,2.19733279672536,-4.314573764801025,0.3204,24.0,2.1976723670959477,0.2767,0.2940666666666666,2.197361173954877,-8.075435638427734,0.2756,249.0,2.1977906227111816,0.3269,0.3457555555555555,2.19742202758789,-3.277405977249145,0.3304,2.198124885559082,0.3228,0.3410666666666667,2.1974087872288446,-0.8458629250526428,0.3232
divine-sweep-13,finished,-,anthony-wss,fwd-u,2023-05-02T11:39:11.000Z,1520,ed6g0prs,r3ju8axx,,,2023-05-02T12:04:31.000Z,2023-05-02T12:04:31.000Z,rkcc19twccli-t5ddj,,,,1,Tesla V100-SXM2-32GB,fwd-u,False,uniform-cifar10,0.0001,resnet18,2,39.0,2.197973728179932,0.3651,0.3811555555555556,2.1973464461890133,-8.90506362915039,0.3562,29.0,2.198029041290283,0.3693,0.3831333333333333,2.197398841381073,-8.978283882141113,0.3544,214.0,2.198230266571045,0.4364,0.4524222222222222,2.1975889856165107,-3.388559579849243,0.4262,2.198263645172119,0.4386,0.4534222222222222,2.197395378893072,-2.132084369659424,0.421
fine-sweep-12,finished,-,anthony-wss,fwd-u,2023-05-02T11:19:27.000Z,1520,ed6g0prs,9jl70meo,,,2023-05-02T11:44:47.000Z,2023-05-02T11:44:47.000Z,laddsgtwccli-wrrc7,,,,1,Tesla V100-SXM2-32GB,fwd-u,False,uniform-cifar10,0.0005,resnet18,2,284.0,2.197417974472046,0.4712,0.4957555555555555,2.1974273784594103,-3.65394926071167,0.4678,104.0,2.1978254318237305,0.4715,0.4929777777777778,2.1974898143248125,-3.9804320335388175,0.4724,239.0,2.197758674621582,0.4774,0.4981333333333333,2.197407993403348,-3.369818687438965,0.4726,2.1974730491638184,0.4767,0.4977777777777777,2.1974178525534542,-2.749542236328125,0.4694
dutiful-sweep-11,finished,-,anthony-wss,fwd-u,2023-05-02T11:13:53.000Z,1511,ed6g0prs,mjyfc5bp,,,2023-05-02T11:39:04.000Z,2023-05-02T11:39:04.000Z,rkcc19twccli-t5ddj,,,,1,Tesla V100-SXM2-32GB,fwd-u,False,uniform-cifar10,0.001,resnet18,2,214.0,2.197406053543091,0.495,0.5136444444444445,2.197412582960996,-3.5271449089050293,0.4906,109.0,2.197563409805298,0.4889,0.5115555555555555,2.197481789372184,-3.6585631370544434,0.4778,209.0,2.1977627277374268,0.4938,0.5135777777777778,2.1978583823550832,-3.063387870788574,0.4924,2.201012134552002,0.4775,0.5022444444444445,2.200837555256757,-2.3598477840423584,0.4724
lyric-sweep-10,finished,-,anthony-wss,ure-ga-u,2023-05-02T10:49:50.000Z,1768,ed6g0prs,vod6dkld,,,2023-05-02T11:19:18.000Z,2023-05-02T11:19:18.000Z,laddsgtwccli-wrrc7,,,,1,Tesla V100-SXM2-32GB,ure-ga-u,False,uniform-cifar20,1e-05,resnet18,2,299.0,2.989506483078003,0.0756,0.0764444444444444,0.1454502967270937,0.7581437230110168,0.064,299.0,2.989506483078003,0.0756,0.0764444444444444,0.1454502967270937,0.7581437230110168,0.064,269.0,2.989638090133667,0.0719,0.0767333333333333,0.1968316449360414,0.8344001770019531,0.0764,2.989506483078003,0.0756,0.0764444444444444,0.1454502967270937,0.7581437230110168,0.064
deft-sweep-9,finished,-,anthony-wss,ure-ga-u,2023-05-02T10:44:12.000Z,1775,ed6g0prs,68czxfxd,,,2023-05-02T11:13:47.000Z,2023-05-02T11:13:47.000Z,rkcc19twccli-t5ddj,,,,1,Tesla V100-SXM2-32GB,ure-ga-u,False,uniform-cifar20,5e-05,resnet18,2,299.0,2.989489793777466,0.1138,0.1142666666666666,0.1570064506747505,0.7521268725395203,0.117,299.0,2.989489793777466,0.1138,0.1142666666666666,0.1570064506747505,0.7521268725395203,0.117,289.0,2.98966908454895,0.1124,0.1179111111111111,0.1503028327768499,0.8379819393157959,0.1228,2.989489793777466,0.1138,0.1142666666666666,0.1570064506747505,0.7521268725395203,0.117
glorious-sweep-8,finished,-,anthony-wss,ure-ga-u,2023-05-02T10:20:03.000Z,1776,ed6g0prs,pqmcksym,,,2023-05-02T10:49:39.000Z,2023-05-02T10:49:39.000Z,laddsgtwccli-wrrc7,,,,1,Tesla V100-SXM2-32GB,ure-ga-u,False,uniform-cifar20,0.0001,resnet18,2,299.0,2.988586902618408,0.1132,0.1131333333333333,0.1843737268989736,0.8362553715705872,0.1164,279.0,2.9888134002685547,0.1115,0.1122888888888888,0.1498588418418711,0.8069908022880554,0.119,204.0,2.989857912063598,0.1269,0.1275777777777778,0.1926581453193318,1.019946575164795,0.1292,2.988586902618408,0.1132,0.1131333333333333,0.1843737268989736,0.8362553715705872,0.1164
crisp-sweep-7,finished,-,anthony-wss,ure-ga-u,2023-05-02T10:14:32.000Z,1775,ed6g0prs,i2c40ha6,,,2023-05-02T10:44:07.000Z,2023-05-02T10:44:07.000Z,rkcc19twccli-t5ddj,,,,1,Tesla V100-SXM2-32GB,ure-ga-u,False,uniform-cifar20,0.0005,resnet18,2,299.0,2.9805915355682373,0.1157,0.1172444444444444,0.2059834518215873,0.9282920360565186,0.1178,299.0,2.9805915355682373,0.1157,0.1172444444444444,0.2059834518215873,0.9282920360565186,0.1178,179.0,2.988246202468872,0.1195,0.1198888888888888,0.3666417585177855,1.5204463005065918,0.123,2.9805915355682373,0.1157,0.1172444444444444,0.2059834518215873,0.9282920360565186,0.1178
sunny-sweep-6,finished,-,anthony-wss,ure-ga-u,2023-05-02T09:50:23.000Z,1774,ed6g0prs,2uguv2nh,,,2023-05-02T10:19:57.000Z,2023-05-02T10:19:57.000Z,laddsgtwccli-wrrc7,,,,1,Tesla V100-SXM2-32GB,ure-ga-u,False,uniform-cifar20,0.001,resnet18,2,289.0,2.980537414550781,0.1037,0.1061555555555555,0.1358096870509061,0.8367922902107239,0.1116,289.0,2.980537414550781,0.1037,0.1061555555555555,0.1358096870509061,0.8367922902107239,0.1116,84.0,2.992898464202881,0.1253,0.1233111111111111,0.806160340254957,2.2918171882629395,0.1244,2.9810402393341064,0.1083,0.1094222222222222,0.1130864091894843,0.910731852054596,0.113
usual-sweep-5,finished,-,anthony-wss,ure-ga-u,2023-05-02T09:46:57.000Z,1647,ed6g0prs,4cck2qqj,,,2023-05-02T10:14:24.000Z,2023-05-02T10:14:24.000Z,rkcc19twccli-t5ddj,,,,1,Tesla V100-SXM2-32GB,ure-ga-u,False,uniform-cifar10,1e-05,resnet18,2,224.0,2.2805252075195312,0.1765,0.1845111111111111,0.1294526376507499,0.3430005609989166,0.166,284.0,2.280566453933716,0.1623,0.1735333333333333,0.1133905676278201,0.3421640396118164,0.1616,254.0,2.281251907348633,0.1758,0.1891111111111111,0.1328873485326767,0.4205452799797058,0.1822,2.280675172805786,0.1851,0.1944222222222222,0.1334944543513384,0.3625479340553284,0.1812
golden-sweep-4,finished,-,anthony-wss,ure-ga-u,2023-05-02T09:22:42.000Z,1656,ed6g0prs,2dkf26ki,,,2023-05-02T09:50:18.000Z,2023-05-02T09:50:18.000Z,laddsgtwccli-wrrc7,,,,1,Tesla V100-SXM2-32GB,ure-ga-u,False,uniform-cifar10,5e-05,resnet18,2,299.0,2.2782771587371826,0.325,0.3373777777777778,0.1398035179484974,0.4401246905326843,0.3228,274.0,2.278356075286865,0.3236,0.3331555555555555,0.1478405378081581,0.4262627363204956,0.3206,279.0,2.2792601585388184,0.3387,0.3505555555555555,0.1619980843229727,0.5024126768112183,0.3362,2.2782771587371826,0.325,0.3373777777777778,0.1398035179484974,0.4401246905326843,0.3228
mild-sweep-3,finished,-,anthony-wss,ure-ga-u,2023-05-02T09:19:25.000Z,1643,ed6g0prs,lviu0eaw,,,2023-05-02T09:46:48.000Z,2023-05-02T09:46:48.000Z,rkcc19twccli-t5ddj,,,,1,Tesla V100-SXM2-32GB,ure-ga-u,False,uniform-cifar10,0.0001,resnet18,2,299.0,2.2703895568847656,0.3515,0.3678888888888889,0.1194785393097184,0.3958545327186585,0.3396,299.0,2.2703895568847656,0.3515,0.3678888888888889,0.1194785393097184,0.3958545327186585,0.3396,264.0,2.272841453552246,0.3641,0.3760222222222222,0.1374412714080377,0.4243102073669433,0.3594,2.2703895568847656,0.3515,0.3678888888888889,0.1194785393097184,0.3958545327186585,0.3396
cool-sweep-2,finished,-,anthony-wss,ure-ga-u,2023-05-02T08:55:02.000Z,1653,ed6g0prs,1w34yi9x,,,2023-05-02T09:22:35.000Z,2023-05-02T09:22:35.000Z,laddsgtwccli-wrrc7,,,,1,Tesla V100-SXM2-32GB,ure-ga-u,False,uniform-cifar10,0.0005,resnet18,2,299.0,2.256934642791748,0.3951,0.4050888888888889,0.1230413636023348,0.3700853884220123,0.3818,294.0,2.256995677947998,0.3866,0.4013777777777778,0.1077550412579016,0.3535511791706085,0.392,259.0,2.258754014968872,0.3975,0.4091555555555555,0.1271405653520063,0.3931349813938141,0.393,2.256934642791748,0.3951,0.4050888888888889,0.1230413636023348,0.3700853884220123,0.3818
solar-sweep-1,finished,-,anthony-wss,ure-ga-u,2023-05-02T08:52:11.000Z,1630,ed6g0prs,nf1t1j32,,,2023-05-02T09:19:21.000Z,2023-05-02T09:19:21.000Z,rkcc19twccli-t5ddj,,,,1,Tesla V100-SXM2-32GB,ure-ga-u,False,uniform-cifar10,0.001,resnet18,2,294.0,2.251189947128296,0.3979,0.4165777777777777,0.1062001057646491,0.351083904504776,0.3928,284.0,2.2512447834014893,0.3925,0.4084222222222222,0.0944840433922681,0.3199110031127929,0.3788,294.0,2.251189947128296,0.3979,0.4165777777777777,0.1062001057646491,0.351083904504776,0.3928,2.251405715942383,0.3889,0.4055333333333333,0.0923925550146536,0.3385744094848633,0.3774
